Site,ANNONCE_LINK,FROM_SITE,ID_CLIENT,ANNONCE_DATE,ACHAT_LOC,MAISON_APT,CATEGORIE,NEUF_IND,NOM,ADRESSE,CP,VILLE,QUARTIER,DEPARTEMENT,REGION,PROVINCE,ANNONCE_TEXT,ETAGE,NB_ETAGE,LATITUDE,LONGITUDE,M2_TOTALE,SURFACE_TERRAIN,NB_GARAGE,PHOTO,PIECE,PRIX,PRIX_M2,URL_PROMO,PAYS_AD,PRO_IND,SELLERTYPE,MINI_SITE_URL,MINI_SITE_ID,AGENCE_NOM,AGENCE_ADRESSE,AGENCE_VILLE,AGENCE_DEPARTEMENT,EMAIL,WEBSITE,AGENCE_TEL,AGENCE_TEL_2,AGENCE_TEL_3,AGENCE_TEL_4,AGENCE_FAX,AGENCE_CONTACT,PAYS_DEALER,FLUX,SITE_SOCIETE_URL,SITE_SOCIETE_ID,SITE_SOCIETE_NAME,AGENCE_RCS,SPIR_ID
inmuebles24.com,http://www.inmuebles24.com/propiedades/seminuevo-plaza-carso-3-recs-menos-de-6-millones-53200129.html,inmuebles24,53200129,2017-08-02 15:01:21.876848,Venta,Departamento,"Departamento
											",,"Seminuevo Plaza Carso 3 Recs Menos de 6 Millones, Distrito Federal - Inmuebles24","LAGO ZURICH 243, Ampliación Granada, Miguel Hidalgo",,Miguel Hidalgo,Ampliación Granada,,,Distrito Federal,"
										Prácticamente unica propiedad semi-nueva, en piso alto, y en zona Plaza Carso de 3 recámaras a menos de 6 Millones. ",,,19.444982400000000,-99.202902900000030,95,95,,http://img10.naventcdn.com/avisos/18/00/53/20/01/29/1200x1200/80130873.jpg,,"MN 5,980,000",,,,,,,,FINDERS,,,,,,,,,,,,,,,,,,
inmuebles24.com,http://www.inmuebles24.com/propiedades/!ultimo-departamento-sur-ciudad-picacho-ajusco-a-10-53207992.html,inmuebles24,53207992,2017-08-03 15:01:46.633009,Venta,Departamento,"Departamento
											",,"!ultimo¡Departamento Sur Ciudad Picacho Ajusco a 10 Min de Six Flags, Distrito Federal - Inmuebles24","prolongacion encinos 136, Miguel Hidalgo, Tlalpan",,Tlalpan,Miguel Hidalgo,,,Distrito Federal,"
										Encinos 136, 2 recamaras con closet, (opción a 3) , 2 baños completos, estancia, comedor, estudio, Cocina integral, área de servicio,áreas verdes, 2 lugares de estacionamiento Precio $1,690,000.00 pesos. Seguridad 24/7, porton eléctrico, cisterna, a 5 min. de Six Flags. A unos metros del Hospital General Ajusco Medio.
									",,,19.270688300000000,-99.210920399999960,72,72,,http://img10.naventcdn.com/avisos/18/00/53/20/79/92/1200x1200/80009333.jpg,,"MN 1,765,000",,,,,,,,DANIEL PEREZ,,,,,,,,,,,,,,,,,,
inmuebles24.com,http://www.inmuebles24.com/propiedades/departamentos-en-venta-jardines-del-bosque-52949271.html,inmuebles24,52949271,2017-08-03 15:01:46.633009,Venta,Desarrollo vertical,"Desarrollo vertical
											",,"Departamentos en Venta Jardines del Bosque, Jalisco - Inmuebles24","Av Paseo de la Arboleda, Jardines del Bosque Norte, Guadalajara",,Guadalajara,Jardines del Bosque Norte,,,Jalisco,"
										Habitat Arboleda te ofrece la mejor ubicación (Paseo de la Arboleda en Jardines del Bosque). Contamos con inmejorables amenidades que completarán tu estilo de vida, amplísimo Sky Roof con espectacular vista, salones de fiesta, gimnasio, área de niños y terrazas. Invierte en una zona con la más alta plusvalía ¡y el mejor estilo de vida!
									",,,20.666364720945296,-103.385392044705210,m²,96,,http://img10.naventcdn.com/avisos/18/00/52/94/92/71/1200x1200/75916946.jpg,,"MN 2,903,153",,,,,,,,SIERRA PROVIDENCIA,,,,,,,,,,,,,,,,,,
inmuebles24.com,http://www.inmuebles24.com/propiedades/estrena-departamento-en-tlalpan-50229077.html,inmuebles24,50229077,2017-08-03 15:02:37.098680,Venta,Departamento,"Departamento
											",,"Estrena Departamento en Tlalpan, Distrito Federal - Inmuebles24","Convento, Santa Úrsula Xitla, Tlalpan",,Tlalpan,Santa Úrsula Xitla,,,Distrito Federal,"
										En precioso Conjunto Vertical de sólo 9 departamentos, Arquitectura de Vanguardia y finos acabados. Desarrollado en una Superficie de 97.7m Habitables. Sala ILUMINADA con luz indirecta, Comedor, Cocina Abierta equipada de Mármol, Dos Recámaras, 2 1/2 Baños, Clóset de Lavado, ROOF GARDEN COMÚN con Asador y Baños, Bodega y Un cajón de estacionamiento. ",,,19.275980800000000,-99.179485600000020,97,97,,http://img10.naventcdn.com/avisos/18/00/50/22/90/77/1200x1200/79884422.jpg,,"MN 2,714,000",,,,,,,,Habitat Soluciones Inmobiliarias,,,,,,,,,,,,,,,,,,
inmuebles24.com,http://www.inmuebles24.com/propiedades/atencion-coleccionistas-casa-en-venta-de-juan-o-gorman-52882105.html,inmuebles24,52882105,2017-08-04 15:03:01.844788,Venta,Casa,"Casa
											",,"Atención Coleccionistas Casa en Venta de Juan o'Gorman, Distrito Federal - Inmuebles24","Jardin, San Angel Inn, Alvaro Obregón",,Alvaro Obregón,San Angel Inn,,,Distrito Federal,"
										Increíble propiedad en el corazón de San Ángel Inn, la casa del famoso Arquitecto Juan O´Gorman esta a la venta!!! Una idea hecha realidad con una historia inigualable que podrás sentir y vivir la época del Muralismo Mexicano, que no te puedes perder, cuenta con amplios espacios, muy iluminada y con una extraordinaria vista al jardín que te hará sentir en otro lugar fuera de la realidad. Es una morada sencilla pero funcionamente impecable hasta en sus mínimos detalles.
									",,,19.350508900000000,-99.198441399999980,380,481,,http://img10.naventcdn.com/avisos/18/00/52/88/21/05/1200x1200/74935792.jpg,,"U$D 5,000,000",,,,,,,,Coldwell Banker CONFIANCE,,,,,,,,,,,,,,,,,,
inmuebles24.com,http://www.inmuebles24.com/propiedades/espectacular-pre-venta-de-departamentos-en-fairway-52090122.html,inmuebles24,52090122,2017-07-10 15:03:26.585770,Venta,Departamento,"Departamento
											",,"Espectacular Pre - Venta de Departamentos en Fairway 9, Bosque Real, Edo. de México - Inmuebles24",,,Huixquilucan,Bosque Real,,,Edo. de México,"
										",,,,,580,580,,http://img10.naventcdn.com/avisos/18/00/52/09/01/22/1200x1200/62921352.jpg,,"U$D 1,262,111",,,,,,,,Grupo Bosques Bienes Raíces,,,,,,,,,,,,,,,,,,
inmuebles24.com,http://www.inmuebles24.com/propiedades/exclusiva-residencia-con-alberca-rodeada-de-hermosos-52118058.html,inmuebles24,52118058,2017-07-05 15:03:51.817754,Venta,Casa,"Casa
											",,"Exclusiva Residencia con Alberca Rodeada de Hermosos Jardines, Distrito Federal - Inmuebles24","San Pedro 15, Club de Golf México, Tlalpan",,Tlalpan,Club de Golf México,,,Distrito Federal,"
										ViILLA LOS ARCOS - CLUB DE GOLF MEXICO - ",,,19.279721876515783,-99.161290971470750,570,840,,http://img10.naventcdn.com/avisos/18/00/52/11/80/58/1200x1200/79926122.jpg,,"MN 16,800,000",,,,,,,,Jaime Antonio Hernandez Gutierrez,,,,,,,,,,,,,,,,,,
inmuebles24.com,http://www.inmuebles24.com/propiedades/venta-de-departamento-penthouse-moderno-col.-53203820.html,inmuebles24,53203820,2017-08-03 15:04:17.258408,Venta,Departamento,"Departamento
											",,"Venta de Departamento Penthouse Moderno, Col. Electricistas Azcapotzalco, Distrito Federal - Inmuebles24","Norte 79B No. 205, Sindicato Mexicano de Electricistas, Azcapotzalco",,Azcapotzalco,Sindicato Mexicano de Electricistas,,,Distrito Federal,"
										Único en su diseño arquitectónico, propio para personas que disfrutan de conceptos exclusivos. Edificio con solo 4 departamentos. Inmejorable ubicación, a unas cuadras de las Avenidas Cuitláhuac, Granjas y Camarones, Colonias vecinas: Nueva Santa María, Clavería. Centros comerciales, la Arena Mexico, y zonas en gran desarrollo. El Penthouse consta de: una recamara master con su baño, recamara Jr. y estudio con la opción a la tercer recamara con un baño que comparten, 1/2 baño de visitas, estancia tipo loft con su cocina y terraza, área de lavado. Sky Garden en área común con baños para hombre y mujeres. Un lugar de estacionamiento techado con accesibilidad libre para entrar y salir. Una bodega de 2x 2 mts. El edificio cuenta con dos cisternas una de agua pluvial y otra de agua potable, gas natural. Caseta de vigilancia. Se vende con o sin muebles. Hablé con gusto la mostrsmos
									",,,19.474964300000000,-99.175818699999980,108,108,,http://img10.naventcdn.com/avisos/18/00/53/20/38/20/1200x1200/79950782.jpg,,"MN 3,288,000",,,,,,,,SILVIA  OLIVARES,,,,,,,,,,,,,,,,,,
inmuebles24.com,http://www.inmuebles24.com/propiedades/venta-departamento-1-y-2-rec-en-cuajimalpa-excelente-52945991.html,inmuebles24,52945991,2017-07-31 15:04:42.255955,Venta,Departamento,"Departamento
											",,"Venta Departamento 1 y 2 Rec en Cuajimalpa Excelente Inversion 2 Millones 65 m², Distrito Federal - Inmuebles24","COAHUILA 252, Cuajimalpa, Cuajimalpa de Morelos",,Cuajimalpa de Morelos,Cuajimalpa,,,Distrito Federal,"
										Coahuila Cuajimalpa depto. De 1 y 2 rec. 1 est a 5 min de Santa Fe ",,,19.352068800000000,-99.297948799999970,60,60,,http://img10.naventcdn.com/avisos/18/00/52/94/59/91/1200x1200/76146601.jpg,,"MN 2,000,000",,,,,,,,UBIHABIT,,,,,,,,,,,,,,,,,,
inmuebles24.com,http://www.inmuebles24.com/propiedades/venta-depto-de-3-rec.-cuajimalpa-164-m2-6.7-millones-53007164.html,inmuebles24,53007164,2017-08-05 15:05:07.362960,Venta,Departamento,"Departamento
											",,"Venta Depto de 3 Rec. Cuajimalpa 164 m² 6.7 Millones Oportunidad, Distrito Federal - Inmuebles24","CARRETERA FEDERAL MEXICO TOLUCA #5454, Santa Fe Cuajimalpa, Cuajimalpa de Morelos",,Cuajimalpa de Morelos,Santa Fe Cuajimalpa,,,Distrito Federal,"
										En Venta Excelente y amplio Depto de 3 rec. 4.5 Baños Cto Servicio Cuajimalpa Santa Fe ""ILUMINADISIMO"" ",,,19.362645400000000,-99.282707599999980,164,164,,http://img10.naventcdn.com/avisos/18/00/53/00/71/64/1200x1200/76948405.jpg,,"MN 6,700,000",,,,,,,,UBIHABIT,,,,,,,,,,,,,,,,,,
inmuebles24.com,http://www.inmuebles24.com/propiedades/bellisima-casa-en-san-angel-52940202.html,inmuebles24,52940202,2017-06-21 15:05:33.025087,Venta,Casa en condominio,"Casa en condominio
											",,"Bellisima Casa en San Angel, Distrito Federal - Inmuebles24","San Angel Inn, San Angel Inn, Alvaro Obregón",,Alvaro Obregón,San Angel Inn,,,Distrito Federal,"
										BELLISIMA CASA EN SAN ANGEL, MUY ILUMINADA, EN EXCLUSIVA PRIVADA DE SOLO 4 CASAS, 3 RECAMARAS MUY AMPLIAS Y PERFECTAMENTE DISEÑADAS CON GRAN VESTIDOR CADA UNA DE ELLAS, UNA CON SU PROPIA TERRAZA, COCINA DE GRAN TAMAÑO , ESTANCIA, COMEDOR, DESAYUNADOR, FAMILY ROOM, MUY COMODA. ESPACIOS QUE ENAMORAN, JARDIN INTERIOR, EXCELENTES ACABADOS,.4 BAÑOS, CTO. DE SERVICIO, CTO DE LAVADO, TENDRIA QUE CONOCERLA.. CON DOBLE SEGURIDAD EN CERRADA FRENTE AL RESTAURANTE SAN ANGEL IN, ADEMAS EN LA MISMA PRIVADA VIGILANCIA LAS 24 HORAS. TRES LUGARES DE ESTACIONAMIENTO. ",,,19.350500000000000,-99.197344400000020,360,376,,http://img10.naventcdn.com/avisos/18/00/52/94/02/02/1200x1200/75777648.jpg,,"MN 25,000,000",,,,,,,,Habitat Soluciones Inmobiliarias,,,,,,,,,,,,,,,,,,
