listening_page,Site,ANNONCE_LINK,FROM_SITE,ID_CLIENT,ANNONCE_DATE,ACHAT_LOC,MAISON_APT,CATEGORIE,NEUF_IND,NOM,ADRESSE,CP,VILLE,QUARTIER,DEPARTEMENT,REGION,PROVINCE,ANNONCE_TEXT,ETAGE,NB_ETAGE,LATITUDE,LONGITUDE,M2_TOTALE,SURFACE_TERRAIN,NB_GARAGE,PHOTO,PIECE,PRIX,PRIX_M2,URL_PROMO,PAYS_AD,PRO_IND,SELLERTYPE,MINI_SITE_URL,MINI_SITE_ID,AGENCE_NOM,AGENCE_ADRESSE,AGENCE_VILLE,AGENCE_DEPARTEMENT,EMAIL,WEBSITE,AGENCE_TEL,AGENCE_TEL_2,AGENCE_TEL_3,AGENCE_TEL_4,AGENCE_FAX,AGENCE_CONTACT,PAYS_DEALER,FLUX,SITE_SOCIETE_URL,SITE_SOCIETE_ID,SITE_SOCIETE_NAME,AGENCE_RCS,SPIR_ID
http://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/condor-317-53098247.html,inmuebles24,53098247,2017-07-27,Venta,Desarrollo horizontal,"Desarrollo horizontal
											",,"Cóndor # 317, Distrito Federal - Inmuebles24","Cóndor # 317, Las Aguilas, Alvaro Obregón",,Alvaro Obregón,Las Aguilas,,,Distrito Federal,"
										Estrene casa en el punto mejor conectado por vialidades en la CDMX. Diseño de JVCarq, desarrollo de Grupo VyG, con más de treinta y cinco años de experiencia. Ofrecemos la mejor calidad en obra y acabados, totalmente terminadas. Viva con amplitud ! Casas de tres recámaras cada una con baño y vestidor, jardín, amplia sala comedor, sala de T.V., antecomedor, cuarto de servicio, bodega. Desde 3 a 8 cajones de estacionamiento ! A sólo cuatro cuadras del periférico! Aproveche Pre-venta en condominio horizontal de cuatro casas, cómodas mensualidades ! Lo esperamos ! ",,,19.361534800000000,-99.200323900000000,m²,376,,http://img10.naventcdn.com/avisos/18/00/53/09/82/47/1200x1200/78973526.jpg,,"MN 13,500,000",,,,,,,,INMOBILIARIA RIO POLANCO ,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/toscana-residencial-52858579.html,inmuebles24,52858579,2017-07-26,Venta,Desarrollo horizontal,"Desarrollo horizontal
											",,"Toscana Residencial, Edo. de México - Inmuebles24","Manuel Villada, El Panteón, Lerma",,Lerma,El Panteón,,,Edo. de México,"
										Desarrollo Residencial con acabados de lujo y espacios indispensables de convivencia. ",,,19.288738300000000,-99.504587000000010,141,141,,http://img10.naventcdn.com/avisos/18/00/52/85/85/79/1200x1200/74596531.jpg,,"MN 1,873,000",,,,,,,,TOSCANA RESIDENCIAL,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/casas-en-la-encomienda-residencial-52264072.html,inmuebles24,52264072,2017-07-12,Venta,Desarrollo horizontal,"Desarrollo horizontal
											",,"Casas en La Encomienda Residencial, Nuevo León - Inmuebles24","de la Colonia 225, La Encomienda, Gral. Escobedo",,Gral. Escobedo,La Encomienda,,,Nuevo León,"
										LA ENCOMIENDA colonizadores 3 Recámaras 3 1/2baños 2Plantas 214 Metros Cuadrados de Construcción 135 Metros Cuadrados Terreno $2;373,000 Hermosa Casa en Privada, cochera doble, estancia de TV, lavandería interior. Fecha de Entrega: Enero de 2017. www.habiteca.mx ",,,25.778780009219293,-100.279584591751870,214,214,,http://img10.naventcdn.com/avisos/18/00/52/26/40/72/1200x1200/61575822.jpg,,"MN 2,373,000",,,,,,,,Habiteca,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/altozano-el-nuevo-tabasco-52702375.html,inmuebles24,52702375,2017-06-12,Venta,Desarrollo horizontal,"Desarrollo horizontal
											",,"Altozano El Nuevo Tabasco, Provincia de Tabasco - Inmuebles24","Carretera Federal km 186 16 + 500, Macuspana Centro, Macuspana",,Macuspana,Macuspana Centro,,,Tabasco,"
										Desarrollo de clase mundial, pensado en los habitantes más exigentes de Villahermosa.Terrenos desde 144m2 y casas completamente equipadas desde 91m2C. ",,,17.970124972007557,-92.840446023535150,m²,91,,http://img10.naventcdn.com/avisos/18/00/52/70/23/75/1200x1200/72324773.jpg,,"MN 698,400",,,,,,,,Altozano,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/terrenos-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/hermoso-y-amplio-lote-frente-al-mar-en-venta-en-puerto-51912300.html,inmuebles24,51912300,2017-08-01,Venta,Terreno / Lote,"Terreno / Lote
											",,"Hermoso y Amplio Lote Frente Al Mar en Venta en Puerto Cancún, Provincia de Quintana Roo - Inmuebles24","Puerto Cancún, Zona Hotelera, Cancún",,Cancún,Zona Hotelera,,,Quintana Roo,"
										Construye tu hogar en el desarrollo residencial más exclusivo y de mayor plusvalía en Quintana Roo. Haz tuyo uno de los últimos lotes frente al mar y junto al campo de golf. El terreno ya tiene relleno. además hay otro del mismo tamaño y precio junto al primero y también se vende por si deseas tener dos pegados. ",,,21.172531545030030,-86.805875943169380,"1,125","1,125",,http://img10.naventcdn.com/avisos/18/00/51/91/23/00/1200x1200/53073938.jpg,,"U$D 2,025,000",,,,,,,,Javier Verástegui,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/terrenos-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/remato-terreno-cd.-sahagun-hgo.-$39-millones.-$23-50979134.html,inmuebles24,50979134,2017-06-14,Venta,Terreno / Lote,"Terreno / Lote
											",,"Remato Terreno Cd. Sahagun, Hgo. $39 Millones. $23 Pesos El Metro Cuadrado, Provincia de Hidalgo - Inmuebles24",,,Tepeapulco,Pueblo Tepeapulco,,,Hidalgo,"
										REMATO TERRENO 164 HECTÁREAS. Cd Sahagun , Hidalgo. $ 39 millones ! Uso de suelo comercial y habitacional. AVALÚO CORREDOR PUBLICO $ 225 MILLONES, REMATO EN $ 39 MILLONES. FACILIDADES DE PAGO !! 70 Hectáreas planas y 94 Hectáreas cerriles. Servicios: torres de electricidad en terreno, agua. Excelente Opción para varios tipos de desarrollos ! ! ! DAMOS FACILIDADES DE PAGO !!!! APARTALO QUE NO TE LO GANEN !!!!! APROVECHE ESTA OPORTUNIDAD ! ! !
									",,,,,2,"1,640,000",,http://img10.naventcdn.com/avisos/18/00/50/97/91/34/1200x1200/41131465.jpg,,"MN 39,000,000",,,,,,,,Sr. Fernández,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/terrenos-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/terreno-zona-acapulco-diamante-53074881.html,inmuebles24,53074881,2017-07-21,Venta,Terreno / Lote,"Terreno / Lote
											",,"Terreno - Zona Acapulco Diamante, Provincia de Guerrero - Inmuebles24","LAS MORAS, Granjas del Marqués, Acapulco de Juárez",,Acapulco de Juárez,Granjas del Marqués,,,Guerrero,"
										Superficie: 1,195.00 M2 ",,,16.785688600000000,-99.806546400000000,"1,195","1,195",,http://img10.naventcdn.com/avisos/18/00/53/07/48/81/1200x1200/78545055.jpg,,"MN 3,852,000",,,,,,,,CARLOS GARCIA,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/terrenos-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/life-by-bosque-real-52905953.html,inmuebles24,52905953,2017-07-31,Venta,Desarrollo Horizontal/Vertical,"Desarrollo Horizontal/Vertical
											",,"Life By Bosque Real, Edo. de México - Inmuebles24","Bosque Real, Bosque Real, Huixquilucan",,Huixquilucan,Bosque Real,,,Edo. de México,"
										LIFE BY BOSQUE REAL ",,,19.424356894677980,-99.285660041000370,306,306,,http://img10.naventcdn.com/avisos/18/00/52/90/59/53/1200x1200/75246661.jpg,,"MN 4,899,840",,,,,,,,BOSQUE REAL ,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/terrenos-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/la-vista-by-bosque-real-52907006.html,inmuebles24,52907006,2017-07-31,Venta,Desarrollo Horizontal/Vertical,"Desarrollo Horizontal/Vertical
											",,"La Vista By Bosque Real, Edo. de México - Inmuebles24","Bosque Real, Bosque Real, Huixquilucan",,Huixquilucan,Bosque Real,,,Edo. de México,"
										LA VISTA BY BOSQUE REAL ",,,19.424356894677980,-99.285660041000370,350,350,,http://img10.naventcdn.com/avisos/18/00/52/90/70/06/1200x1200/75264801.jpg,,"MN 5,603,200",,,,,,,,BOSQUE REAL ,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/terrenos-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/terrenos-vive-esmeralda-52732621.html,inmuebles24,52732621,2017-06-26,Venta,Desarrollo horizontal,"Desarrollo horizontal
											",,"Terrenos Vive Esmeralda, Edo. de México - Inmuebles24","AVENIDA DR JIMENEZ CANTÚ	S/N, Bosque Esmeralda, Atizapán de Zaragoza",,Atizapán de Zaragoza,Bosque Esmeralda,,,Edo. de México,"
										Mágnificos terrenos de 120 m2 hasta 204 m2 en inmejorable ubicación para que construyas la casa de tus sueños.
									",,,19.548885700000000,-99.288302899999960,m²,120,,http://img10.naventcdn.com/avisos/18/00/52/73/26/21/1200x1200/79891724.jpg,,"MN 2,080,000",,,,,,,,VIVE ESMERALDA,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/casa-residencial-en-venta-de-3-recamaras-con-alberca-y-52415845.html,inmuebles24,52415845,2017-08-09,Venta,Casa,"Casa
											",,"Casa Residencial en Venta de 3 Recamaras con Alberca y Palapa 115 m, Provincia de Morelos - Inmuebles24","xochitepec, Colinas de Santa Fe, Xochitepec",,Xochitepec,Colinas de Santa Fe,,,Morelos,"
										Si deseas comprar una casa para descansar los fines de semana con un clima cálido y alberca, ven a conocer esta casa ubicada en la zona sur del estado a 15 minutos de Cuernavaca. Esta propuesta de vivienda tiene 114 m2 de construcción, estancia, cocina integral, 3 recamaras, 3 baños, patio de servicio y espacio para ampliar a una tercera habitación..se entrega con piso cerámico, ecotecnologías y cocina integral, ademas de contar con albercas, juegos infantiles, canchas deportivas de tenis, basquetbol, y futbol, gimnasio al aire libre y servicios públicos dentro del fraccionamiento. ",,,18.842868200000000,-99.242286900000010,114,75,,http://img10.naventcdn.com/avisos/18/00/52/41/58/45/1200x1200/75583116.jpg,,"MN 1,060,000",,,,,,,,Tu Casa con Alberca,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/casa-en-venta-cuajimalpa-en-privada-18.3-millones-52945360.html,inmuebles24,52945360,2017-08-05,Venta,Casa en condominio,"Casa en condominio
											",,"Casa en Venta Cuajimalpa en Privada 18.3 Millones, Residencia de Lujo, Distrito Federal - Inmuebles24","MONTE LAS CRUCES 530, SAN LORENZO ACOPILCO, San Lorenzo Acopilco, Cuajimalpa de Morelos",,Cuajimalpa de Morelos,San Lorenzo Acopilco,,,Distrito Federal,"
										HERMOSA CASA EN PRIVADA EN SAN LORENZO ACOPILCO A SOLO 10 MIN DE SANTA FE. ",,,19.323014400000000,-99.329224099999980, Superficie de terreno,Mantenimiento,,http://img10.naventcdn.com/avisos/18/00/52/94/53/60/1200x1200/76180972.jpg,,"MN 18,300,000",,,,,,,,UBIHABIT,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/preciosa-casa-en-venta-zona-hotelera-en-isla-dorada-51594734.html,inmuebles24,51594734,2017-07-19,Venta,Casa,"Casa
											",,"Preciosa Casa en Venta - Zona Hotelera en Isla Dorada - Isla Amorosa - Cancun, Provincia de Quintana Roo - Inmuebles24","Blvd. Kukulcan km 12.5, Zona Hotelera, Cancún, Q. Roo, México, Zona Hotelera, Cancún",,Cancún,Zona Hotelera,,,Quintana Roo,"
										Esta casa tiene 4 recámaras ",,,21.129546600000000,-86.817013200000020,400,400,,http://img10.naventcdn.com/avisos/18/00/51/59/47/34/1200x1200/75062793.jpg,,"U$D 850,000",,,,,,,,MARTHA PEREZ REALTY,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/hermosa-casa-en-venta-en-satelite-circuito-novelistas-52919509.html,inmuebles24,52919509,2017-06-15,Venta,Casa,"Casa
											",,"Hermosa Casa en Venta en Satélite, Circuito Novelistas, Edo. de México - Inmuebles24","Mariano Azuela, Ciudad Satélite, Naucalpan de Juárez",,Naucalpan de Juárez,Ciudad Satélite,,,Edo. de México,"
										Hermosa casa en una de las zonas más exclusivas de Satélite, Circuito Novelistas. ",,,19.501393300000000,-99.242477700000000,354,533,,http://img10.naventcdn.com/avisos/18/00/52/91/95/09/1200x1200/75465313.jpg,,"MN 13,800,000",,,,,,,,wendy chavez gallardo ,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/casa-nueva-en-venta-en-bosque-real-537-m2-4-rec-frente-52945918.html,inmuebles24,52945918,2017-08-05,Venta,Casa en condominio,"Casa en condominio
											",,"Casa Nueva en Venta en Bosque Real 537 m² 4 Rec Frente Al Hoyo 9 Campo Ejecutivo, Edo. de México - Inmuebles24","BOSQUE REAL, Bosque Real, Huixquilucan",,Huixquilucan,Bosque Real,,,Edo. de México,"
										VEALA CASA NUEVA EN BOSQUE REAL NUEVA ILUMINADISIMA GRANDES VENTANALES, 4 REC, 5.5 BAÑOS, 6 EST. A FINAL DE CALLE FRENTE AL HOYO 9 ",,,19.433270960997998,-99.278731289471470, Superficie de terreno,Mantenimiento,,http://img10.naventcdn.com/avisos/18/00/52/94/59/18/1200x1200/80261175.jpg,,"MN 18,000,000",,,,,,,,UBIHABIT,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/conjunto-privado-con-amenidades-en-corregidora-53036655.html,inmuebles24,53036655,2017-08-02,Venta,Casa,"Casa
											",,"Conjunto Privado con Amenidades en Corregidora, Provincia de Querétaro - Inmuebles24","SAN JERONIMO, Fraccionamiento San Mateo, Corregidora",,Corregidora,Fraccionamiento San Mateo,,,Querétaro,"
										3 recámaras roof garden con jacuzzi 3 y 1/2 baños Estudio ",,,20.558474800000000,-100.428818900000010,210,190,,http://img10.naventcdn.com/avisos/18/00/53/03/66/55/1200x1200/77921323.jpg,,"MN 2,850,000",,,,,,,,Queretaro Bienes Raíces,,,,,,,,,,,,,,,,,,
http://www.inmuebles24.com/casas-o-duplex-o-casa-en-condominio-en-venta.html,inmuebles24.com,http://www.inmuebles24.com/propiedades/espectacular-casa-en-lomas-de-chapultepec-52839503.html,inmuebles24,52839503,2017-08-04,Alquiler / Venta,Casa,"Casa
											",,"Espectacular Casa en Lomas de Chapultepec, Distrito Federal - Inmuebles24","Explanada, Lomas de Chapultepec, Miguel Hidalgo",,Miguel Hidalgo,Lomas de Chapultepec,,,Distrito Federal,"
										Preciosa casa inteligente con espacios amplios e iluminados, techos a doble altura, cuenta con todas las comodidades. Tiene 4 recámaras cada una con vestidor y baño, la principal tiene dos baños y dos vestidores enormes, además tiene un despacho que puede funcionar como 5a recámara. La casa fue remodelada en su totalidad hace 8 años con acabados de lujo y buen gusto. Cuenta con un bello jardín de aproximadamente 240 M2. Se encuentra ubicada en una de las mejores y más exclusivas zonas de la Ciudad de México.
									",,,19.416894900000000,-99.214402899999980,m²,"
												",,http://img10.naventcdn.com/avisos/18/00/52/83/95/03/1200x1200/74284668.jpg,,"U$D 5,000,000",,,,,,,,Coldwell Banker CONFIANCE,,,,,,,,,,,,,,,,,,
